jsonl_file,long_yaal_nca,long_yaal_ca,bleu,chrf_pp,comet_xl
fixed_step0.5,1.4865295,1.8527189000000002,16.459833860408015,39.404029699919576,0.5334754641939942
fixed_step1.0,2.2700282,2.7520176000000003,18.9946614077533,42.49715647259396,0.5748311320845133
fixed_step2.0,2.7601063,3.4012112,19.63028570323554,43.56143858182691,0.6009584497421597
fixed_step4.0,3.4467262,3.9125223000000003,19.254213102878822,43.665499634624366,0.6113471208601935
fixed_step8.0,3.4467262,3.9125223000000003,19.254213102878822,43.665499634624366,0.6113471208601935
